Timestamp,Fp1,Fp2,Cz,Pz,Oz,F7,F8,T7,T8,C3,C4,P3,P4,O1,O2
0:00:18,0.155324999,-0.147340227,1.290460741,2.120993566,-0.194491485,-0.714807259,-1.33191311,0.638184041,-0.341304515,-0.416315257,-0.989915313,0.703493523,0.17215867,-0.014747718,-0.745878506
0:00:19,0.398147265,0.963925423,0.055199243,0.977847565,0.665877824,1.794524848,1.307964193,0.212726121,-0.253709735,-0.133315807,-0.210488031,0.994410281,0.15376383,-1.285565594,1.161222273
0:00:20,-0.05790775,0.249450946,2.048708258,-2.385113699,0.188631082,1.544841462,0.554638708,-0.596324689,-0.159201712,-0.31906292,0.684104991,0.017855301,0.87184457,-0.034171882,-0.877696514
0:00:21,-0.735116801,0.399228193,-1.62549227,-0.565258739,1.608067247,0.604097426,-1.623917843,0.528634815,1.012942885,-0.914653735,0.134583285,2.475313801,0.049297425,2.11577081,0.170798904
0:00:22,-0.185924481,2.492183999,-0.556778773,-1.811989338,-1.035604056,1.361006705,0.763142301,0.546589726,-0.179529834,-0.887962937,1.311480819,0.824152363,0.480229262,-0.509345096,-0.1897783
0:00:23,-1.599394762,-0.275121428,0.032638837,-0.950690693,0.881058892,0.06479135,0.92248117,1.157519606,2.344053779,1.027883891,-1.141415792,-0.24348107,0.71586463,0.194774006,0.506363471
0:00:24,2.277086498,-0.317760894,1.137381098,-3.138514666,0.047298743,0.765437494,0.124376122,0.966147012,0.133760574,-1.828164928,0.500238351,-0.815706048,-0.5043652,0.906648386,-0.856107653
0:00:25,-1.234511998,0.116578512,0.399469373,-0.136989578,0.694669124,1.477720295,1.598110896,0.491274021,1.061784767,1.617358697,-1.248302802,-0.974884305,0.299183461,0.280291292,0.090083478
0:00:26,-1.031966284,1.071515936,0.310472754,-1.141941819,-0.436514863,0.245498682,0.216719642,-1.127590951,0.805239858,-0.342994226,0.094176469,0.33542132,-0.250787607,0.292484188,0.168722577
0:00:27,-0.440259204,-1.50653403,-1.127263793,0.059905257,1.071680374,-0.255187172,-1.416823528,2.448586988,-0.03644732,-0.772508606,0.740333423,-0.488777045,-0.13268178,-0.362402434,0.230180806
0:00:28,1.288075725,-1.965555891,-1.156941397,-1.625121259,0.295224758,-1.704621958,0.365169001,-1.403616211,-0.586970986,0.739759291,-0.214502567,1.673743754,-0.322061396,-0.231877975,0.079073858
0:00:29,0.014508999,-0.587115271,0.32250466,0.082911853,-0.679444985,-0.083133526,0.244897302,0.949263174,0.331963929,1.485216584,0.551126604,1.466311803,0.471080404,-0.960010522,0.344609321
0:00:30,-1.236135796,-1.633922959,-1.364105994,-0.414916278,-0.012024029,0.823423185,-0.603296849,0.431283817,0.510098731,1.117632442,-0.959732335,0.633066547,0.081644709,0.846045009,2.191770332
0:00:31,1.254338361,-0.424831348,-0.53187775,1.501952965,-0.239555859,0.945633428,0.573558837,-1.174142372,-0.572586048,0.501852049,-1.663689978,-1.178996173,0.394544034,-1.741491657,2.561297777
0:00:32,0.731000627,0.502499696,0.500917329,1.411356862,0.489178351,0.504365066,-1.667665266,-0.124300939,0.166338866,1.08686349,0.557029622,-0.672218873,-0.017517363,0.971088338,-0.639216141
0:00:33,0.538434957,-0.890748864,-0.982324272,0.785345603,-1.179776749,-0.541299095,0.990566827,-0.078752886,1.236204978,-1.716497577,1.744010234,1.255677526,-1.604121012,-1.403698385,-2.31824298
0:00:34,0.715734241,-1.426826577,1.605355962,-0.326613781,-0.029351702,-1.976821569,-0.878121704,1.305582716,2.069947739,-0.521830541,-0.99604494,-0.5630662,0.031368416,0.962607274,0.595495301
0:00:35,2.394361901,0.069337162,1.223936344,1.985380395,0.395307253,-0.495215098,-0.984946125,-0.7133109,0.85436932,-0.91117006,1.22219418,1.122141734,0.063537955,-0.353817526,0.18625246
0:00:36,2.185094895,0.862543485,-1.571419998,-1.553035278,0.033023307,-0.304344871,-0.113824772,-0.261945006,1.862759686,1.224638731,0.043423409,0.474603923,0.242595937,-1.231868688,1.061041859
0:00:37,-0.686715343,-1.694973439,-0.932371243,-1.40355863,1.346941244,-0.312928967,0.432972928,-2.336069605,-0.629374211,-0.383478019,-1.335691522,0.051717885,-0.593729194,0.579298645,0.2848859
0:00:38,1.623884993,0.820232398,-2.285777244,-0.0837831,0.774022774,0.618556357,0.163924064,1.734762793,0.701882252,0.845406557,-1.131505301,-0.702832813,-1.195469717,0.928767535,0.05860394
0:00:39,0.38316819,0.817306204,-0.782591363,2.254038109,-0.007480797,1.985676411,-0.742659166,-1.070468243,1.338519509,0.535856942,0.015784773,-0.094243844,0.624606645,-0.438078648,1.128906596
0:00:40,0.499095816,0.954085102,0.766388477,-0.202338907,0.216689097,0.123529202,-0.506089291,0.326910864,-0.896333333,-0.862306936,-0.404462288,0.189647955,-0.273606557,0.720610549,1.268780588
0:00:41,-1.692270832,1.218480215,-0.413894942,-0.183245243,0.295665551,-0.216731789,-1.133042347,-0.10140783,-0.485590112,-0.58695821,-1.312912977,1.032538898,0.171244048,-2.285084495,-1.386560059
0:00:42,-0.170385765,2.202013925,0.460797244,-1.441910356,0.403299604,-0.259221813,-0.224679902,-0.098000967,1.737904762,1.293817691,-1.694039281,-0.885735601,-0.28146008,-1.32059629,-0.816606187
0:00:43,-0.81282359,-0.356092049,-1.522334318,0.945929585,-1.825657996,0.124384767,1.075021215,0.809861985,-0.975098856,-0.775482649,-0.846719328,-0.262816843,-0.006061826,1.29240893,-0.105592959
0:00:44,0.828058815,0.10957158,0.797975255,0.953176254,-0.301526296,-0.82829376,-0.004262938,1.67126246,-1.341130033,0.12486761,0.193809008,0.044823132,-0.449285348,-0.223669274,0.098437624
0:00:45,1.0710805,-0.416438433,-0.555109228,0.789075201,-1.484439068,0.120198559,0.859414255,0.25149367,1.527981574,-0.782541286,-0.006400753,0.662678358,-0.968083589,-1.862213326,-0.225983203
0:00:46,-2.074486351,0.001976845,0.012169682,-0.629220673,1.278280947,0.450812336,1.455401338,0.655078018,1.196763225,-0.313952187,-0.501237958,-0.908464338,0.473731661,-0.69886618,0.434207178
0:00:47,-0.022034864,1.532873356,-0.092874501,-0.706706768,-0.06084952,0.209686064,-0.588018519,0.328891537,0.432120244,-0.046161944,0.201887194,-1.316569793,-0.603120088,-0.923400473,0.996104789
0:00:48,1.121861505,-1.345014484,-1.271548521,-1.29312225,-0.19334095,0.457541934,-0.186573253,1.017531424,-0.045710755,-0.78286651,1.04002672,0.673965152,0.163951481,-0.165961731,1.722709711
0:00:49,-0.186678962,-0.861049672,-1.153084332,0.083872502,0.896797332,0.433747609,2.171192861,-0.462916379,-0.438524506,-0.960446954,0.39412651,-1.517949115,0.410460222,-0.370750984,0.578913024
0:00:50,0.729063645,1.377180937,0.967794469,-1.080407329,0.422324797,-1.771896682,1.444343412,1.075390554,0.281948874,0.286273337,-0.121308671,1.284979715,-0.586812716,0.178931729,-0.852333678
0:00:51,0.351165468,1.020036507,0.398992158,-1.177416505,-1.128634514,0.636870158,-1.672404526,1.110499866,1.579806957,-0.844737409,0.928072007,-0.155926097,-1.203885634,-0.069466052,-0.147376225
0:00:52,0.341660232,-0.363131647,1.050049042,-0.423690717,-0.070905363,-0.671014846,0.387148316,1.082537009,0.238566126,-0.810657556,-0.959850302,-1.547531082,2.426085614,1.359739255,-0.075352241
0:00:53,-0.271314978,0.854402001,0.324658236,-0.489156175,-0.335166973,-1.095839163,0.000559992,-0.660147867,2.166959267,-0.939053144,-0.22491954,-0.480420219,-0.527771876,0.4245486,0.51464024
0:00:54,-1.216580804,0.341215842,0.142990635,-0.537978529,-1.744532889,-1.104451828,0.826453111,-0.168337634,-0.897941986,-0.077908046,-0.201087936,0.379123633,0.623417159,0.457671611,0.388168033
0:00:55,-1.121530147,1.500274609,-1.726010619,0.466444597,-0.690276233,0.43354161,-0.744978767,0.239466989,-0.019680754,0.943701634,-1.236953258,-0.532701088,1.93946355,1.165157124,2.050396651
0:00:56,0.709352514,0.074509594,-0.270366697,0.079047802,-0.183540322,-0.222574927,-0.839608372,-1.370842045,-0.373058668,1.506528636,-0.419874162,0.020029749,0.789907747,-0.38876875,-0.461513135
0:00:57,0.019458256,1.025632114,-0.02738432,-0.288156031,-0.114950931,-1.681968784,-0.676070715,1.594920208,-1.085141543,-0.725918086,-2.074959681,0.740078366,-0.300442809,-1.261877443,0.384750534
0:00:58,-0.138512245,2.64201191,1.953107198,0.183012928,-1.482231424,0.478037815,-0.571928546,-0.012276534,-0.153083733,2.150310793,1.912178048,-0.202190335,-0.067116388,1.206970325,2.354711398
0:00:59,-0.423890042,0.598099155,0.686956632,-0.991527041,1.151665583,-1.439608131,0.815324167,0.283927888,0.417329302,-1.004704861,-0.937413788,-0.937057676,-0.83260722,0.135841748,-0.585206897
0:01:00,-0.305188845,0.049328166,1.536061182,0.105278624,-0.102103059,0.139821359,-1.181201173,-0.57700444,0.52423018,1.083548523,1.586114131,-0.298983997,0.881696427,0.139351208,0.145148696
0:01:01,1.046911794,0.722446985,0.597537706,0.150602493,0.037553077,0.238498926,-0.6226139,-1.326877559,2.170452179,-0.721696454,0.038084506,1.414840136,0.566270708,-0.633329922,-0.944880501
0:01:02,-0.335244082,-0.365280858,-0.711303227,-1.503046859,0.400641638,0.885577082,-1.789012391,-0.604029885,0.46446747,-0.87092327,0.564864132,1.685064345,-0.514425818,-0.616855333,0.0820869
0:01:03,-1.341064713,2.387967706,0.117124216,0.995693754,-0.788076254,1.781684786,1.007117823,0.219204188,1.150136804,-0.744756157,-0.488799798,-2.019926174,-1.042174807,0.846722339,-0.780217148
0:01:04,0.743651776,0.180071038,0.236223646,-0.881433705,0.456355973,-1.364676326,1.271030099,0.673428813,0.066094246,-0.0524477,0.207929692,1.091027909,-1.321233738,0.984655798,1.046800903
0:01:05,-0.204876664,-0.27293332,-0.93915557,0.090309799,-0.367074646,-0.052473856,-0.327073431,0.161791541,1.6780556,0.579972171,0.65048964,0.250147716,0.986514004,0.783823406,0.147318859
0:01:06,0.031395866,-0.835689005,-0.384387377,1.164411741,-0.896585541,-0.276335295,-0.297949365,0.346724016,2.398449286,0.669868038,0.664552414,0.923982679,0.120373129,0.792961605,-0.93539726
0:01:07,1.607578306,1.097220192,-0.205766994,0.925676758,0.573447493,0.433749686,0.453221902,-0.337026375,0.531085131,-0.943985015,0.77477339,-0.55048826,0.214984536,0.569029537,0.840567698
0:01:08,-0.020560557,0.867187413,1.605619833,0.034333389,1.491673859,0.215668771,1.474482007,0.496248566,-0.992659015,-0.989659288,-0.36833271,-1.76826351,-0.822948626,0.13152273,0.179666039
0:01:09,0.289183673,-0.497354371,-2.080740525,-0.362499003,0.724829373,-0.352546243,0.408610748,1.482832866,-0.548805023,-0.916638693,-0.480359672,0.584488789,-1.463503103,-0.175379684,0.952818777
0:01:10,-1.178923491,0.576451345,1.205818421,0.947511909,0.922977565,-0.440902189,-0.697541942,0.704789442,0.281934303,-0.111354402,-1.594176325,-0.940977261,0.962613575,1.21032385,-1.147662628
0:01:11,-0.219669452,-1.508555968,-0.936795235,0.674694978,-0.520630607,-1.116450855,-1.618822572,0.809541888,0.456498035,-0.210155604,0.523219011,-1.388292431,0.042039037,-0.37372087,0.368824412
0:01:12,0.609526045,0.184970575,-1.372079187,-0.61836502,-1.597619729,0.987861582,-1.115126263,0.294016399,0.698425134,-0.950175462,1.082378711,-1.318401382,0.90723466,0.369979214,0.773341695
0:01:13,-1.555373734,0.452756352,1.17994213,-0.794893647,1.490137522,0.459204182,0.07321945,-1.50315507,0.460197681,0.269603694,1.61598168,0.600913782,-0.385933127,-0.804012998,-0.42337749
0:01:14,0.200845093,1.70732981,0.731898069,-2.072355182,2.054514889,0.917768198,-0.655327523,-1.044666531,0.006984916,2.262568808,0.305172635,0.139452466,-0.236817843,-0.659299037,-1.259002727
0:01:15,0.100791073,-0.770818803,1.254518702,0.154031842,1.542806774,-0.310396136,0.194967706,0.454875801,-0.636198441,-0.504715462,-0.766479773,0.782466022,0.713298177,-0.236154568,-0.041607495
0:01:16,0.041287456,-1.278352629,0.800701948,-0.082697745,-0.335785939,-0.656835469,-0.552924016,-0.010939052,0.401138261,-0.433511821,-1.697096143,0.669075254,0.73234808,-0.803938377,1.228115294
0:01:17,1.037158899,-0.895427961,2.059845002,1.136191375,-1.154634339,-1.078315067,-1.058146431,0.439842886,1.854987357,0.55966157,1.041666733,-0.420933565,0.797565623,0.797851825,1.125930331
0:01:18,0.334438515,-1.3365685,0.558723837,0.359055093,-1.065682698,0.358917584,-1.177031631,1.676423418,1.019928605,-0.558816292,-1.796276567,-0.070473574,-0.295201253,-1.348034252,-0.428428435
0:01:19,1.478071898,1.336657358,-0.156477376,1.334229194,-1.683732568,-1.039793225,1.562354509,0.726035999,0.53470395,0.668964482,-0.340604078,-0.511437529,0.614547238,0.099229623,-1.283085436
0:01:20,-0.993589516,1.548639295,0.342926377,-0.697364228,-0.107378618,1.848663069,0.888987749,1.258886206,1.029566924,-0.718542707,-0.224306828,-0.210327773,1.109099465,0.132508097,-0.43117972
0:01:21,0.135924567,0.320216578,1.243469128,1.138150331,1.605677958,-1.307642581,1.730517952,0.094681389,-0.371064029,1.832119608,-0.069455138,-0.967254738,-0.104772012,-1.810799578,-0.468477651
0:01:22,0.084466786,1.221294946,-0.779375325,-0.528916379,-0.141662632,0.273660119,0.539950901,-0.807215677,-0.508265146,0.344774973,0.0358026,0.390484294,-0.513488364,-0.441023821,0.446446783
0:01:23,-1.069254494,0.133958381,-0.651888583,0.777596062,0.3023229,1.566854707,-0.429991409,-0.057866159,-0.747785104,-0.620022949,0.138147556,1.075120749,1.342747603,0.255699538,-0.105001503
0:01:24,0.956295002,-0.095111648,-0.308960015,-1.458758393,1.375596964,0.599089759,1.323340922,-0.804751814,-0.125286623,-0.588691699,-2.415363262,-0.81661303,-0.654445734,0.428727993,-0.753264212
0:01:25,2.324673306,-0.333037619,-2.104582799,0.235135299,-0.404095312,0.175673712,-0.033068001,1.558294957,-0.422005897,-0.513799753,0.01465591,1.281269645,0.629476497,-0.204307209,1.104263067
0:01:26,-0.017006074,-0.310390991,0.138078408,-1.984687941,2.035531457,-0.968483647,0.22084177,0.790391077,1.208274741,1.372749666,-2.229575574,0.113521496,-0.058422311,0.676888204,0.140425867
0:01:27,0.505021088,-1.547801556,-1.886128704,-0.267137486,1.992094407,-1.381769189,-0.042824379,0.520512497,-0.475323418,-1.268751008,0.732218073,0.241078976,-1.841565616,-0.109316257,0.435415653
0:01:28,0.084518476,0.264254764,0.053059313,0.440353994,-0.131111339,0.770050109,-2.946904219,1.235943202,-0.802721716,-0.66794167,-0.555125156,-1.69942952,1.128594067,0.013652912,-1.724985434
0:01:29,-0.71358467,-0.04033391,0.865289756,-0.520968551,-0.577534264,1.506147241,1.604735012,-2.020056415,1.942577179,-0.561660557,-2.157036725,-1.80726231,-2.75785363,0.251653869,-2.424264871
0:01:30,-1.820760278,0.745360724,-0.476876461,-1.050437629,0.697238046,-0.43884999,0.491003946,0.588137951,-0.451375231,-0.015687967,-0.814204677,0.144116363,-1.984128067,0.926999629,-1.437545781
0:01:31,-0.705773483,0.093523496,1.67711587,0.846118469,-0.347524943,-1.139061508,0.329823061,-1.310645784,0.153528457,-0.271109693,-0.570075339,0.789732125,0.527330079,-0.675718002,-0.480543426
0:01:32,-1.391958381,-0.162703702,-1.460500899,-0.10346279,-1.156555217,-2.458169431,-0.061776062,-0.007255698,0.451322825,-1.491227831,1.190699618,-0.671380444,0.527071199,-0.486821873,0.576356018
0:01:33,1.704102078,-0.87119303,1.191260682,-0.489570647,1.281238654,-0.980764844,0.16342782,-0.311707592,-1.136693119,-0.399822684,0.196637742,1.670093901,-0.637579858,-0.668896492,-2.34224687
0:01:34,-0.115109694,0.072153237,0.675137056,0.041895921,1.216447387,-0.113656842,-0.597278936,0.661736612,1.23548377,-0.099550683,0.344444944,0.734935974,0.14782209,-0.332197716,1.592852064
0:01:35,-0.345919329,0.738237231,-1.716033248,2.636669142,0.155511604,1.599123241,0.616579352,0.228187289,0.63711904,-0.628097835,1.181221634,-0.908341252,-2.531430046,1.426234258,0.170566027
0:01:36,0.889153825,-1.143338991,2.710794299,1.15350285,-1.262864754,0.673133692,-1.307098344,1.345117174,1.558384012,0.686775489,-0.096144288,0.030848667,0.706975464,0.572725319,1.360294993
0:01:37,-1.121751103,0.087473754,-0.063745286,1.162573668,-1.229526251,0.305085405,0.186068432,-0.601897161,-0.679221937,0.919408429,0.754187961,2.476929134,0.249725487,-1.131089745,-0.885970082
0:01:38,-0.766864038,0.233042952,-0.877484022,0.435546319,0.107229288,-0.400119661,0.561573471,0.70911439,0.099125792,-0.0783867,0.683861114,-1.242564003,-0.045642853,-0.600446966,0.503859934
0:01:39,0.068072269,-0.718064784,-1.407087195,0.166485273,-0.499871035,-0.583165717,-0.198669134,0.162223217,0.039355755,0.230541587,-1.286469494,0.528269939,0.020841482,0.372767224,0.08519593
0:01:40,1.028768991,-0.587856305,-0.220018028,-2.396082288,-0.341092932,1.405647598,0.370867792,-1.63529027,0.263888494,-2.161055997,1.472983578,-0.322744553,0.493254176,-0.906507781,0.817686313
0:01:41,0.501685045,0.230610849,-0.127406872,-0.678980346,1.021963155,0.200738541,-0.991334392,-0.918616459,-1.454614749,-0.421102772,-1.42030178,0.706896291,-0.028901523,-0.725340041,-0.233791368
0:01:42,0.248325143,-1.133421018,0.102645529,-0.480574413,0.733179317,-2.102600692,-0.965826771,-0.149878034,0.110836379,1.004821692,0.917366649,1.267273646,-1.874055503,1.344959666,0.473215209
0:01:43,0.078117735,0.349923715,-0.297796156,-1.874892064,1.37814268,-0.673539648,0.236717121,1.11229245,-1.426463911,-0.423436583,-1.517073037,-0.386237089,2.196332235,-0.613375628,1.102195319
0:01:44,0.400235856,-0.895354374,0.63322531,-1.15741579,-0.990623223,-0.858216032,0.678549655,0.463723058,0.358334071,-0.737261676,0.601236788,1.118912272,1.200800819,0.954666816,-0.651176294
0:01:45,0.201652905,1.062853693,-0.387629833,-1.980836471,-0.343191569,-0.546264009,-1.874865656,-1.167500824,-2.128649125,2.277688926,1.861914878,2.221203394,-1.284944662,1.25532319,0.242244232
0:01:46,-1.029972275,2.337827745,-1.934964117,-0.038323836,0.758981695,0.56291066,0.522020635,-0.140316228,-1.851586834,1.81907719,-0.212978657,0.066274737,-0.34513723,-0.733462091,-1.887862237
0:01:47,0.046079222,-0.860756802,-0.149361496,0.818765971,0.448078341,-0.107444882,-0.5432015,2.017806449,0.818548716,0.467574912,-0.256355643,0.784888687,-0.23603419,-0.889962557,0.702503019
0:01:48,-1.073688659,0.534207862,-2.367477653,1.106774519,1.532380383,-0.076865407,-0.192806087,0.111223335,-0.546838455,1.138910611,0.610439999,-0.59044077,1.078849567,-0.276132086,1.954662543
0:01:49,0.081082543,-0.726741905,0.353770631,0.414784462,0.420536706,1.313473161,-1.339517924,-0.327325575,-0.987858074,-2.225935418,-0.329396456,0.019259309,-2.159268935,-1.088627721,-1.244436048
0:01:50,-0.480647941,1.040954174,-0.97930023,-0.963396341,1.848109104,-0.69646109,-0.85161724,0.491739641,1.270845621,-0.787551441,1.818278704,-0.176675093,-0.499008264,0.121033879,-0.09138126
0:01:51,2.539381623,-1.265258409,0.163360355,-1.932065159,0.540017802,1.864199526,0.966125326,0.76339308,0.327626217,-0.469957873,0.192192249,0.796935926,-1.760636443,-0.205651912,0.880481301
0:01:52,-0.039894384,0.480586758,1.314074982,-1.756868699,1.062167448,-0.671307591,0.032863374,-0.456168347,0.872090196,-0.235980099,-0.320169508,1.204675936,-0.285095516,0.360580016,0.031417473
0:01:53,-1.404239566,-0.872988967,-0.948748695,-1.268982577,-0.323514947,0.089198197,-0.382778402,0.502574774,-0.166242072,-0.489944021,-0.540285528,-0.109654849,-0.472500893,1.396943456,0.165099551
0:01:54,-0.134180211,-0.206984589,1.061256259,-0.888859698,0.014287212,-0.281203595,-0.116488353,-0.328889497,2.679628694,-2.550026292,-0.93294847,1.533622846,0.079694067,0.817484981,-0.390999442
0:01:55,0.519358746,-1.031025275,-0.433389567,-0.159748498,0.910944404,0.123419134,0.489211825,0.719327602,-0.604513861,0.386024619,-0.627754987,1.530047442,-0.604874399,0.489239775,-0.428152253
0:01:56,1.673363946,0.822350471,1.753194802,-1.014164218,1.612978171,0.444591995,0.440494496,0.169693158,1.744495549,0.543654128,-0.350673394,0.846853743,-0.751023391,-1.966048413,-0.086694154
0:01:57,-0.5894524,-0.836980354,-0.365152613,0.338975894,0.729236949,0.43383524,-0.075027,0.481967827,-0.06136604,1.601898792,-0.487639073,-0.516026532,0.619656692,0.443375982,0.041671422
0:01:58,-1.582427974,0.551964259,-0.840492986,-0.232273503,-0.083171772,-0.753117331,1.092959111,-0.759183546,-1.654510395,-0.788309265,-0.658175274,-0.611828817,0.454672741,1.722627661,-1.181441262
0:01:59,0.816837011,-0.344098028,0.68723845,0.010545712,1.37733503,-1.122914677,0.970462637,-0.821286384,0.482848746,-0.870163158,2.09884123,-0.812381355,0.551398343,-3.010522516,-0.066021986
0:02:00,-1.380598706,-0.114472372,-0.43578973,1.140250553,-2.191978656,2.503171791,0.413372029,0.945497305,0.314762561,-2.679984486,-1.030095076,0.94916607,-0.17690009,0.689382543,1.568533939
0:02:01,-0.436155442,0.147755907,-0.841449514,-1.180231734,-1.422234502,-0.48398434,0.054611783,-0.079396381,-1.051321814,-0.293566837,0.146632588,-1.211768207,-0.571738582,-0.159358575,-0.419133794
0:02:02,-0.257620486,-0.761824672,-0.477839851,0.418704578,0.681634224,0.699212439,0.657321095,0.285034742,-0.922219277,0.901111781,0.59252101,0.676837654,-0.118852482,-0.849795003,-1.237254983
0:02:03,-0.069633453,0.210367114,-0.044606532,-0.013973228,0.014108356,-1.607641311,0.314267422,-0.306395427,-0.024697643,-0.611767862,0.630107996,-1.081109348,0.50116207,0.801128584,-0.151416068
0:02:04,0.689164457,1.530334564,1.342180131,-0.333486281,0.605513651,-0.27961272,1.060800072,0.898726774,0.349747815,2.143444819,-0.058607076,0.82354612,-2.176779701,1.709705901,-0.714612812
0:02:05,-0.683634282,-0.778094786,-1.934087745,0.885256321,0.064407522,-0.127199384,0.899561377,-0.60780998,-2.470663283,-0.256594836,-0.240702572,0.017219583,0.39411193,0.775230729,-1.338341825
0:02:06,-0.273729252,1.171810143,0.023080659,0.879014155,0.570945695,0.47281507,-1.018253901,-0.13560124,1.053121453,0.146992284,0.451547491,1.333638562,0.309138187,-0.371191951,0.139168462
0:02:07,-0.014270353,1.498097633,0.624903595,-0.946490796,-0.814402821,-2.722454141,-1.085963171,0.785992813,-0.494497974,-1.363103081,0.26652165,1.141454578,0.062150906,-0.943469824,-0.710282037
0:02:08,0.149597958,-0.816154989,0.193448575,-0.182160584,0.570486086,0.166140613,-0.701249544,1.172967699,-1.331747484,0.287220345,-0.258958835,1.435065412,-0.149313422,0.144627634,-0.624714167
0:02:09,0.097827175,-1.455054605,1.309865169,0.281211683,0.994414528,-1.149741455,0.97613869,-0.523759291,0.941066551,-1.979319795,-1.561878572,1.460818718,-2.566119386,0.873169292,0.15342738
0:02:10,0.436005775,0.3019609,-0.07434533,-0.273006748,1.220550604,0.324345711,-1.576308997,1.959683982,-0.023617979,0.693697955,-0.467923722,0.143630834,-0.439853263,-0.387053026,-1.533174595
0:02:11,0.84383951,-0.547407523,-0.184551442,0.585021332,2.013554295,-1.036329197,0.394757389,0.313241694,1.216165777,0.724428176,-1.146550164,-1.158793066,1.789438711,-0.290382992,-1.74156965
0:02:12,0.392634116,1.868603219,0.592329547,0.281192018,0.244098444,-0.855482696,0.362543091,-1.042928262,0.437952263,1.359291424,-0.66715955,-1.052523055,0.012901296,2.82200025,0.670872195
0:02:13,0.453585524,0.03480754,0.099313815,1.83256124,0.273911087,-0.27362761,1.162648059,0.369052049,-0.001514503,-1.019968719,0.033223239,-2.086848529,-0.307289839,1.078651946,-1.930833601
0:02:14,-1.582223167,-0.802199408,-0.390408738,-1.530279136,-1.523172464,-1.05232947,0.180338691,-0.382999214,-0.152729945,0.160562118,0.358736144,-1.083665833,0.016906196,1.150128678,-0.976677695
